Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
AGLFF,ANGELALIGN TECH INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AGLNF,AGL ENERGY ORD,Pink Current,7.320000,,0,Foreign Ordinary Shares,Australia,New South Wales
AGLXY,AGL ENERGY SP/ADR,Pink Current,7.130000,2.369000,2858,ADRs,Australia,New South Wales
AGLY,ATLANTIS GLORY INC,Pink Current,2.050000,,0,Common Stock,Hong Kong,
AGMJF,ALGOMA CENT CORP,Pink Current,11.140000,,0,Foreign Ordinary Shares,Canada,Ontario
AGMRF,SILVER MTN RES INC,OTCQB,0.084500,-2.873600,21730,Foreign Ordinary Shares,Canada,Ontario
AGNMF,AGRONOMICS LTD,Pink Current,0.128500,1.181100,15000,Foreign Ordinary Shares,Isle of Man,
AGNPF,ALGERNON PHRMCTCLS  A INC,OTCQB,0.143000,,0,Foreign Ordinary Shares,Canada,British Columbia
AGNY,AGAVENNY CORPORATION,Pink Limited,0.045700,,0,Common Stock,USA,California
AGPPF,ANGLO PLATINUM LTD ORD,Pink Current,34.290000,,1000,Foreign Ordinary Shares,South Africa,
AGPYF,AGILE PROPERTY HLDGS LTD,Pink Current,0.102100,-7.181800,5000,Foreign Ordinary Shares,Hong Kong,
AGPYY,AGILE GRP HLDGS UNSP/ADR,Pink Current,5.420000,0.110800,500,ADRs,Hong Kong,
AGQPF,ALGONQUIN PWR&UTY PFD D,Pink Current,14.450000,,0,Preferred Stock,Canada,Ontario
AGRDF,MINNOVA CORP ORD,Pink Current,0.017800,,0,Foreign Ordinary Shares,Canada,Ontario
AGREF,ARGONAUT RESOURCES NL,Pink Current,0.000800,,0,Foreign Ordinary Shares,Australia,
AGRIP,AGRIBANK FCB FXD/FLT A PR,Pink Current,101.490000,,0,Preferred Stock,USA,Minnesota
AGRPF,ABSA GROUP LTD  ORD,Pink Current,8.160000,,0,Foreign Ordinary Shares,South Africa,
AGRPY,ABSA GROUP LTD S/ADR,Pink Current,19.500000,0.000000,2484,ADRs,South Africa,
AGRUF,AF GRUPPEN ASA A,Pink Limited,13.805000,,0,Foreign Ordinary Shares,,
AGSS,AMERIGUARD SECURITY SVC,Pink Current,0.589500,-1.750000,1640,Common Stock,USA,California
AGSVF,ARGENTUM SILVER CORP,Pink Current,0.012200,,0,Foreign Ordinary Shares,Canada,British Columbia
AGTEF,AGTECH HOLDINGS LTD ORD,Pink Current,0.030200,,0,Foreign Ordinary Shares,Hong Kong,
AGTT,ANGSTROM TECHNOLOGIES INC,Pink Limited,0.050000,,0,Common Stock,USA,Kentucky
AGTX,AGENTIX CORP,Pink Current,0.084850,,0,Common Stock,USA,California
AGVNF,ARGO INVESTMENTS LTD ORD,Pink Current,5.800000,,0,Foreign Ordinary Shares,,
AGXKF,ANGLO ASIAN MNG PLC ORD,Pink Current,0.764700,,0,Foreign Ordinary Shares,United Kingdom,
AGXPF,SILVER X MNG CORP,OTCQB,0.161100,-5.235300,34013,Foreign Ordinary Shares,Canada,British Columbia
AGXRW,AGILE THERAPEUTICS WTS,Pink Current,0.001100,,0,Warrants,USA,New Jersey
AGXTF,ARGENTEX GROUP PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
AGXXF,AGILYX ASA,OTCQX International,2.330000,,0,Foreign Ordinary Shares,USA,New Hampshire
AGYP,ALLIED ENERGY CORP,Pink Current,0.010200,-7.272700,23000,Common Stock,USA,Texas
AGYTF,ALLERGY THERAPEUTICS PLC,Pink Current,0.175000,,0,Foreign Ordinary Shares,United Kingdom,
AGYYD,ARMOUR ENERGY LTD NEW,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Queensland
AGZNF,AEGEAN AIRLINES ORD,Pink Limited,14.280000,,0,Foreign Ordinary Shares,Greece,
AHAHF,DESIGN MILK CO LTD NEW,Pink Current,1.025950,,0,Foreign Ordinary Shares,USA,New York
AHCHF,ANHUI CONCH CEMENT,Pink Current,2.665000,-1.660500,232,Foreign Ordinary Shares,China,
AHCHY,ANHUI CONCH CEM UNSP/ADR,Pink Current,13.300000,-1.262100,44720,ADRs,China,
AHEXF,ADECCO GROUP AG ORD,Pink Limited,33.150000,,0,Foreign Ordinary Shares,Switzerland,
AHEXY,ADECCO GROUP AG UNSP/ADR,Pink Limited,21.190000,-1.875400,30771,ADRs,Switzerland,
AHFCF,FLOW CAP CORP,Pink Current,0.370000,,0,Foreign Ordinary Shares,Canada,Ontario
AHGHF,ALTHEA GROUP HLDGS,Pink Current,0.350000,,0,Foreign Ordinary Shares,,
AHHLF,ASAHI HOLDINGS INC ORD,Pink Limited,1.110000,,0,Foreign Ordinary Shares,,
AHICF,ASAHI INTEC CO LTD,Pink Limited,19.294000,,0,Foreign Ordinary Shares,,
AHIX,ALUF HOLDINGS INC,Pink Current,0.007100,-40.833300,10000,Common Stock,USA,Florida
AHKSF,ASAHI KAISEI CORP,Pink Limited,6.090100,-1.263000,179,Foreign Ordinary Shares,Japan,
AHKSY,ASAHI KAISEI CRP UNSP/ADR,Pink Limited,12.470000,-0.795500,102650,ADRs,Japan,
AHNR,ATHENA GOLD CORPORATION,OTCQB,0.055000,0.000000,900,Foreign Ordinary Shares,USA,California
AHODF,KONINKLIJKE AHOLD DEL ORD,OTCQX International Premier,32.375000,2.128400,6402,Foreign Ordinary Shares,The Netherlands,
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,1.650000,-1.785700,8900,Units,Canada,British Columbia
AHRO,AUTHENTIC HOLDINGS INC,Pink Current,0.001000,0.000000,7147148,Common Stock,USA,New Jersey
AHRT,AMERICAN HLTHCARE REIT T,Pink Current,0.000000,,0,Common Stock,USA,California
AHTR,AMERICAN HLTHCARE REIT I,Pink Current,15.700000,-12.777800,11582,Common Stock,USA,California
AHWSF,ATHENS WTR&SWGE PUB EYDAP,Pink Limited,8.100000,,0,Foreign Ordinary Shares,Greece,
AIAD,AIADVERTISING INC,Pink Limited,0.005900,-4.065000,483929,Common Stock,USA,Texas
AIAGF,AURUBIS AG ORD,Pink Current,78.650000,,45,Foreign Ordinary Shares,Germany,
AIAGY,AURUBIS AG UNSP/ADR,Pink Current,40.430000,,0,ADRs,Germany,
AIBGY,AIB GROUP PLC UNSP/ADR,Pink Current,9.010000,,0,ADRs,Ireland,
AICAF,AIR CHINA LTD H SHS,Pink Limited,0.748800,-4.673400,245,Foreign Ordinary Shares,China,
AICHF,AICHI STEEL CORP,Pink Limited,0.000000,,0,Common Stock,,
AICOF,GENERATIVE AI SOLUTIONS,OTCQB,0.690000,7.142900,307014,Foreign Ordinary Shares,Canada,British Columbia
AIDG,AIS HLDGS GROUP INC,Pink Current,0.000000,,0,Common Stock,Japan,
AIFLF,AIFUL CORP,Pink Limited,1.980000,,0,Foreign Ordinary Shares,Japan,
AIFLY,AIFUL CORP UNSP/ADR,Pink Limited,1.090000,,0,ADRs,Japan,
AIFS,AGENT INFORMATION SFTWRE,Pink Current,1.050000,,0,Common Stock,USA,California
AIGFF,GENESIS AI CORP,Pink Current,0.081500,,750,Foreign Ordinary Shares,Canada,British Columbia
AIHLF,ADCOCK INGRAM HLDGS LTD,Pink Current,2.450000,,0,Foreign Ordinary Shares,,
AIHZF,AI HOLDINGS CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AIIXY,AIXTRON SE UNSP/ADR,Pink Current,77.540000,,0,ADRs,Germany,
AIKCF,AICA KOGYO CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AIKO,ALTERNATIVE INVST CORP,Pink Current,0.000100,,0,Common Stock,USA,New York
AILIH,AMEREN ILLINOIS 4.08 PFD,Pink Current,72.000000,,0,Preferred Stock,USA,Illinois
AILIM,AMEREN ILLINOIS 4.70 PFD,Pink Current,83.000000,,0,Preferred Stock,USA,Illinois
AILIN,AMEREN ILLINOIS 4.42 PFD,Pink Current,78.000000,,0,Preferred Stock,USA,Illinois
AILIO,AMEREN ILLINOIS 4.26 PFD,Pink Current,80.500000,,0,Preferred Stock,USA,Illinois
AILIP,AMEREN ILLINOIS  4.20 PFD,Pink Current,78.500000,,0,Preferred Stock,USA,Illinois
AILLI,AMEREN ILLINOIS CO 5.16PR,Pink Current,95.000000,,0,Preferred Stock,USA,Illinois
AILLM,AMEREN ILLINOIS CO 4.92PR,Pink Current,86.750000,,0,Preferred Stock,USA,Illinois
AILLN,AMEREN ILLINOIS CO 4.90PR,Pink Current,81.500000,,0,Preferred Stock,USA,Illinois
AILLO,AMEREN ILLINOIS CO 4.25PR,Pink Current,76.500000,,0,Preferred Stock,USA,Illinois
AILLP,AMEREN ILLINOIS 4 PFD,Pink Current,74.000000,,0,Preferred Stock,USA,Illinois
AILQF,AIRLQ INC NEW,Pink Current,0.253500,,65,Foreign Ordinary Shares,Canada,Ontario
AILTF,ARGENT INDUSTRIAL LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AIMFF,AIMIA INC,Pink Current,2.372000,-0.869300,6333,Foreign Ordinary Shares,Canada,Ontario
AIMLF,AI / ML INNOVATIONS INC,OTCQB,0.081500,14.627300,15950,Foreign Ordinary Shares,Canada,British Columbia
AINMF,NETRAMARK HLDGS INC,OTCQB,0.183600,3.088200,500,Foreign Ordinary Shares,Canada,Ontario
AINSF,AINSWORTH GAME TECH LTD,Pink Current,0.680000,5.424700,1000,Foreign Ordinary Shares,Australia,New South Wales
AIPG,AI TECHNOLOGY GROUP INC,Pink Current,0.010000,,0,Common Stock,USA,Nevada
AIPUF,AIRPORT OF THAILAND NVDR,Pink Limited,1.890000,,0,Foreign Ordinary Shares,Thailand,
AIPUY,AIRPORT OF THLND UNSP/ADR,Pink Limited,19.300000,,23,ADRs,Thailand,
AIQUF,L'AIR LIQUIDE ORD,Pink Limited,174.932500,-0.351800,993,Foreign Ordinary Shares,France,
AIQUY,L'AIR LIQUIDE SA UNSP/ADR,Pink Limited,35.080000,-0.255900,92811,ADRs,France,
AIRMF,AIRMATE CAYMAN INTL CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AIRRF,AURION RESOURCES LTD ORD,OTCQX International,0.373500,,0,Foreign Ordinary Shares,Canada,Newfoundland
AIRYY,AIR CHINA LTD S/ADR,Pink Limited,13.799800,,2,ADRs,China,
AISSF,AIS RES LTD ORD,Pink Current,0.005500,,0,Foreign Ordinary Shares,Canada,British Columbia
AISXF,AISIX SOLUTIONS INC,OTCQB,0.088200,,0,Foreign Ordinary Shares,Canada,British Columbia
AITLF,AIRTIFICIAL INTELLIGENCE,Pink Limited,0.159600,,0,Foreign Ordinary Shares,,
AITUF,ANRITSU CORP,Pink Limited,8.290000,,0,Foreign Ordinary Shares,Japan,
AITUY,ANRITSU CORP UNSP/ADR,Pink Limited,7.290000,,0,ADRs,Japan,
AITVF,ASIAN TV NETWORK INTL LTD,Pink Current,0.104500,,0,Foreign Ordinary Shares,,
AITX,ARTIFICIAL INTL SLTNS,Pink Current,0.005099,-1.182200,49686808,Common Stock,USA,Michigan
AIVAF,AVIVA PLC,Pink Current,4.880000,,0,Foreign Ordinary Shares,United Kingdom,
AIXN,AIXIN LIFE INTL INC,OTCQB,2.180000,,25,Common Stock,China,
AIXXF,AIXTRON SE NAMEN AKT,Pink Current,37.640000,-0.973400,330,Foreign Ordinary Shares,Germany,
AJIA,AJIA INNOGROUP HLDG LTD,Pink Current,0.250000,,0,Common Stock,USA,Nevada
AJINF,AJINOMOTO CO INC,Pink Limited,41.440000,,0,Foreign Ordinary Shares,Japan,
AJINY,AJINOMOTO CO UNSP/ADR,Pink Limited,41.080000,1.708300,18967,ADRs,Japan,
AJLGF,AJ LUCAS GROUP LTD,Pink Current,0.011600,,0,Foreign Ordinary Shares,Australia,New South Wales
AJMPF,ASHMORE GROUP PLC ORD,Pink Current,2.460000,0.819700,20000,Foreign Ordinary Shares,United Kingdom,
AJOY,AYUJOY HERBALS LTD,Pink Current,0.061000,,0,Common Stock,USA,Virginia
AJSCY,AJISEN CHINA HLD UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
AKAAF,AKER ASA A SHS,Pink Limited,62.000000,,0,Foreign Ordinary Shares,,
AKAFF,AKATSUKI INC,Pink Limited,16.790000,,0,Foreign Ordinary Shares,,
AKBDY,AKBANK T/A/S GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Turkey,
AKBIF,AKEBONO BRAKE INDUS ORD,Pink Limited,0.940000,,0,Foreign Ordinary Shares,Japan,
AKBKF,AKITA BANK LTD,Pink Limited,2.500000,,0,Foreign Ordinary Shares,,
AKBLF,ALK-ABELLO AS B SHS NEW,Pink Limited,11.050000,,0,Foreign Ordinary Shares,Denmark,
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,2.310000,15.500000,35097,ADRs,Turkey,
AKCCF,AKER CARBON CAPTURE ASA,Pink Current,1.120000,-5.084700,5487,Foreign Ordinary Shares,Norway,
AKEJF,ARIAKE JAPAN,Pink Limited,35.750000,,0,Foreign Ordinary Shares,,
AKEMF,ALASKA ENERGY METALS CORP,OTCQB,0.326000,0.000000,1000,Foreign Ordinary Shares,Canada,British Columbia
AKESF,AKESO INC,Pink Current,5.000000,,0,Foreign Ordinary Shares,,
AKKVF,AKASTOR ASA ASA,Pink Limited,1.000000,,0,Foreign Ordinary Shares,Norway,
AKMYF,OCEANSIX FUTURE PATHS LTD,OTCQB,0.048800,,0,Foreign Ordinary Shares,Israel,
AKRBF,AKER BP ASA ORD,OTCQX International,27.000000,,0,Foreign Ordinary Shares,Norway,
AKRBY,AKER BP ASA U/ADR,OTCQX International,14.140000,,0,ADRs,Norway,
AKRCY,AKER CARBON CAPTURE U/ADR,Pink Current,0.000000,,0,ADRs,Norway,
AKRFF,ACKROO INC,Pink Current,0.072000,,0,Foreign Ordinary Shares,Canada,British Columbia
AKRRF,PHILLY SHIPYARD ASA ORD,Pink Current,4.400000,,25,Foreign Ordinary Shares,Norway,
AKRYY,AKER SOLTNS ASA UNSP/ADR,Pink Limited,8.455000,,0,ADRs,Norway,
AKTAF,AKITA DRILLING LTD A,Pink Current,1.210000,,0,Foreign Ordinary Shares,Canada,Alberta
AKZOF,AKZO NOBEL NV ORD NEW,OTCQX International Premier,81.680000,,0,Foreign Ordinary Shares,The Netherlands,
AKZOY,AKZO NOBEL N V S/ADR,OTCQX International Premier,26.540000,-0.970100,36194,ADRs,The Netherlands,
ALABF,AURORA LABS LTD,Pink Current,0.033000,,0,Foreign Ordinary Shares,,
ALAVF,ALLIANCE AVIATION SERVICE,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALBAF,ALBA MINERALS RESOCES PLC,Pink Current,0.003900,,0,Foreign Ordinary Shares,United Kingdom,
ALBBY,ALIBABA HEALTH UNSP/ADR,Pink Current,10.700000,,0,ADRs,Hong Kong,
ALBHF,ALIBABA HEALTH INFO TECH,Pink Current,0.577521,7.286100,1375,Foreign Ordinary Shares,Hong Kong,
ALBKF,ALPHA SVCS & HLDGS S A,Pink Limited,1.740000,7.407400,490,Foreign Ordinary Shares,Greece,
ALBKY,ALPHA SVCS & HLDGS S/ADR,Pink Limited,0.405250,,15,ADRs,Greece,
ALBY,COMMUTY CAP BNCSHS INC,OTCQX U.S.,16.820000,,0,Common Stock,USA,Georgia
ALCIF,ALLIANCE INTL EDCATN LSNG,Pink Current,0.660000,,0,Foreign Ordinary Shares,China,Hong Kong
ALCPF,ALCHIP TECHNOLOGS LTD TWD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ALCUF,ALPHA COPPER CORP,Pink Current,0.095000,-2.122400,31657,Foreign Ordinary Shares,Canada,British Columbia
ALDA,ATLANTICA INC,Pink Current,1.100000,,0,Common Stock,USA,Florida
ALDS,APPLIFE DIGITAL SOLUTIONS,OTCQB,0.014875,14.423100,1500,Common Stock,USA,California
ALDVF,KIPLIN METALS INC,Pink Current,0.158800,,0,Foreign Ordinary Shares,Canada,British Columbia
ALEAF,ALEAFIA HEALTH INC ORD,Pink Current,0.015100,,0,Foreign Ordinary Shares,Canada,Ontario
ALEDY,ALLIED GROUP LTD UNSP/ADR,Pink Current,8.470000,,0,ADRs,Hong Kong,
ALEEF,ALERIO GOLD CORP,OTCQB,0.028500,,0,Foreign Ordinary Shares,Canada,British Columbia
ALEGF,ALLEGRO EU SA,Pink Limited,8.510700,,0,Foreign Ordinary Shares,,
ALFDF,ASTRAL FOODS LTD,Pink Current,7.390000,,0,Foreign Ordinary Shares,South Africa,
ALFFF,ALFA S.A.B DE CV ORD A SH,Pink Limited,0.557700,,2473,Foreign Ordinary Shares,Mexico,
ALFMF,APOLLO FUTURE MBILITY GRP,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
ALFNF,ALFEN NV,Pink Limited,90.500000,,0,Foreign Ordinary Shares,,
ALFRY,ALFRESA HLDGS CORP ADR,Pink Limited,13.420000,,0,ADRs,,
ALFVF,ALFA-LAVAL AB,Pink Limited,36.460000,,0,Foreign Ordinary Shares,Sweden,
ALFVY,ALFA-LAVAL AB UNSP/ADR,Pink Limited,33.090000,-1.223900,20435,ADRs,Sweden,
ALGCF,ALLEGIANCE COAL LTD,Pink Limited,0.008000,,0,Foreign Ordinary Shares,,
ALGEF,ALLIGATOR ENERGY LTD,Pink Current,0.020800,4.000000,337453,Foreign Ordinary Shares,Australia,Victoria
ALGGF,ALLIANCE GLOBAL GROUP INC,Pink Limited,0.179500,,0,Foreign Ordinary Shares,Philippines,
ALGGY,ALLIANCE GLBL GP UNSP/ADR,Pink Limited,10.900000,,0,ADRs,Philippines,
ALGLF,ALMA GOLD INC,Pink Current,0.053500,,0,Foreign Ordinary Shares,,
ALHDF,ALCO HLDGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
ALHPF,ALPHA HPA LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALID,ALLIED CORP,OTCQB,0.190000,-11.832900,2510,Common Stock,Canada,British Columbia
ALITF,ALLIANCE TRUST CO LTD ORD,Pink Current,13.270000,,0,Foreign Ordinary Shares,United Kingdom,Scotland
ALIV,AUTOLIV INC SWEDISH D/R,Pink Current,0.000000,,0,Other Security Type,Sweden,
ALIZF,ALLIANZ AG NAMEN AKT,Pink Current,244.820000,2.008300,11,Foreign Ordinary Shares,Germany,
ALIZY,ALLIANZ SE UNSP/ADR,Pink Current,23.950000,-0.622400,95962,ADRs,Germany,
ALKEF,ALKANE RES LTD ORD,Pink Current,0.426850,,0,Foreign Ordinary Shares,Australia,Western Australia
ALKM,ALKAME HOLDINGS INC,Pink Limited,0.000200,0.000000,11198800,Common Stock,USA,Nevada
ALLIF,ATLANTIC LITHIUM LTD,OTCQX International,0.243900,-11.470100,16050,Foreign Ordinary Shares,Australia,
ALMFF,ALTIUM LTD ORD,Pink Current,28.880000,,0,Foreign Ordinary Shares,Australia,New South Wales
ALMGF,LITHOS ENERGY LTD,Pink Current,0.532000,,0,Foreign Ordinary Shares,Canada,British Columbia
ALMMF,ALUMINUM CORP CHINA LTD H,Pink Current,0.441900,,0,Foreign Ordinary Shares,China,
ALMOF,ALPHAMAB ONCOLOGY,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
ALMRY,ALMIRALL SA U/ADR,Pink Limited,0.000000,,0,ADRs,,
ALMTF,ALMONTY INDS INC ORD,OTCQX International,0.375900,-1.078900,35000,Foreign Ordinary Shares,Canada,Ontario
ALMU,AELUMA INC,OTCQB,3.510000,-6.400000,6935,Common Stock,USA,California
ALNPF,ANA HOLDINGS INC ORD NEW,Pink Current,23.425000,,0,Foreign Ordinary Shares,Japan,
ALNPY,ANA HOLDINGS INC S/ADR,Pink Current,4.610000,-2.330500,138,ADRs,Japan,
ALNZF,ALLIANZ TECHNOLOGY TR PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
ALOD,ALLIED RESOURCES INC,Pink Current,0.170120,,0,Common Stock,USA,Utah
ALORY,ALIOR BANK SA UNSP/ADR,Pink Limited,2.070000,,0,ADRs,Poland,
ALPC,ALPHA INVESTMENT INC,Pink Current,20.000000,,0,Common Stock,USA,Ohio
ALPGF,ALPHA GROWTH PLC,OTCQB,0.020000,,0,Foreign Ordinary Shares,United Kingdom,England
ALPIB,ALPINE BKS COLO CL B,OTCQX U.S.,27.990000,-0.035700,200,Common Stock,USA,Colorado
ALPMF,ASTELLAS PHARMA INC,Pink Limited,15.270000,,0,Foreign Ordinary Shares,Japan,
ALPMY,ASTELLAS PHARMA UNSP/ADR,Pink Limited,14.970000,-2.855300,89981,ADRs,Japan,
ALPSQ,ALPINE SUMMIT ENGY PTR A,Pink Limited,0.022000,-38.888900,1553,Foreign Ordinary Shares,Canada,British Columbia
ALRGF,ANTLER GOLD INC,Pink Current,0.096720,,0,Foreign Ordinary Shares,Canada,Nova Scotia
ALRHF,ALLREAL HOLDING AG,Pink Limited,133.800000,,0,Foreign Ordinary Shares,,
ALRTF,ALR TECHNOLOGIES SG LTD,OTCQB,0.025149,,1,Common Stock,Singapore,
ALSHF,ALSO HOLDING AG,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Switzerland,
ALSMY,ALSTOM UNSP/ADR,Pink Limited,2.710000,-1.811600,91541,ADRs,France,
ALSSF,ALSCA SA,Pink Limited,3.263000,,0,Foreign Ordinary Shares,Mexico,
ALST,ALLSTAR HLTH BRANDS INC,Pink Current,0.000750,-6.250000,1001,Common Stock,Canada,Ontario
ALSYY,ALS LTD UNSP/ADR,Pink Current,0.000000,,0,ADRs,Australia,
ALTAF,MORELLA CORP LTD,Pink Current,0.006000,-20.000000,30000,Foreign Ordinary Shares,Australia,
ALTB,ALPINE AUTO BROKERS INC,Pink Current,3.900000,,0,Common Stock,USA,New York
ALTHF,ALTECH CHEMICALS LTD,Pink Current,0.049500,,0,Foreign Ordinary Shares,,
ALTMW,ALTUS MIDSTREAM CO WTS,Pink Current,0.000700,0.000000,14500,Warrants,USA,Texas
ALTPF,ALTIPLANO METALS INC ORD,Pink Current,0.092200,,0,Foreign Ordinary Shares,Canada,Alberta
ALTX,ALTEX INDUS INC,Pink Current,0.155700,9.570700,2000,Common Stock,USA,Colorado
ALVLF,BIG RIDGE GOLD CORP,OTCQB,0.067900,,0,Foreign Ordinary Shares,Canada,Ontario
ALVOF,ALVOPETRO ENERGY LTD,OTCQX International,7.210000,-0.138500,11390,Foreign Ordinary Shares,Canada,Alberta
ALVSF,A LIVING SMART CITY SVCS,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALXEF,ALX RES CORP,Pink Current,0.018500,,0,Foreign Ordinary Shares,Canada,British Columbia
ALXXF,AVANTE CORP,Pink Current,0.840000,,0,Foreign Ordinary Shares,,
ALZCF,ALZCHEM GROUP AG,Pink Current,27.640000,,0,Foreign Ordinary Shares,,
ALZPF,ALONY HETZ PROP & INVST,Pink Limited,10.769300,,0,Foreign Ordinary Shares,,
AMADF,AMADEUS IT GROUP SA ORD,Pink Limited,66.915000,-0.866700,2567,Foreign Ordinary Shares,Spain,
AMADY,AMADEUS IT GROUP UNSP/ADR,Pink Limited,65.910000,-2.138100,33475,ADRs,Spain,
AMANF,AMANO CORP,Pink Limited,18.065000,,0,Foreign Ordinary Shares,Japan,
AMBBF,AMBARI BRANDS INC,OTCQB,0.445050,2.593400,315283,Foreign Ordinary Shares,Canada,British Columbia
AMBBY,AMBU A S UNSP/ADR,Pink Limited,13.200000,1.694900,1580,ADRs,Denmark,
AMBFF,AMBU A S ORD,Pink Limited,13.510000,-6.569800,388,Foreign Ordinary Shares,Denmark,
AMBK,AMER BANK INC (PA),Pink Current,16.660000,-4.800000,587,Common Stock,USA,Pennsylvania
AMBS,AMARANTUS BIOSCIENCE HLDG,Pink Limited,0.000800,-11.111100,1306100,Common Stock,USA,New York
AMBUY,AMBUJA CEMENTS LTD 144A,Pink Limited,0.000000,,0,ADRs,India,
AMBZ,AMER BUSINESS BK CA,OTCQX U.S. Premier,29.050000,3.014200,6818,Common Stock,USA,California
AMCCF,AMCOR PLC CDI,Pink Current,9.200000,,0,Foreign Ordinary Shares,,
AMDLY,AMADA CO LTD UNSP/ADR,Pink Limited,39.765000,15.663200,200,ADRs,Japan,
AMDOF,AMEDEO AIR FOUR PLUS LTD,Pink Current,0.610000,,0,Foreign Ordinary Shares,Guernsey,
AMDUF,AMUNDI SA,Pink Limited,57.424508,,0,Foreign Ordinary Shares,,
AMDWF,AMADA CO LTD ORD,Pink Limited,9.880000,,0,Foreign Ordinary Shares,Japan,
AMEGF,AMERICAN EAGLE GOLD CORP,OTCQB,0.224050,19.493300,25376,Foreign Ordinary Shares,Canada,Ontario
AMEN,AMEN PROPERTIES INC,Pink Limited,486.000000,-2.800000,3,Common Stock,USA,Texas
AMEUF,ANTERIS TECHNOLOGIES LTD,Pink Current,12.550000,,12,Foreign Ordinary Shares,Australia,Queensland
AMFC,AMB FINANCIAL CORP,Pink Current,21.000000,,0,Common Stock,USA,Indiana
AMFL,AMERICAN FILMS INC,Pink Current,0.271200,,0,Common Stock,USA,Florida
AMFPF,AMPLIFON SPA MILANO,Pink Limited,32.650000,,0,Foreign Ordinary Shares,Italy,
AMFPY,AMPLIFON SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
AMGDF,ASTON MARTIN LAGO NEW,Pink Current,4.290000,3.125000,349,Foreign Ordinary Shares,United Kingdom,
AMGRF,AMA GROUP LTD,Pink Current,0.080500,,0,Foreign Ordinary Shares,,
AMGXF,ANGES MG INC,Pink Limited,0.710000,,0,Foreign Ordinary Shares,Japan,
AMIGF,ADMIRAL GROUP PLC ORD,Pink Current,29.945200,,0,Foreign Ordinary Shares,United Kingdom,
AMIGY,ADMIRAL GRP PLC UNSP/ADR,Pink Current,29.851000,-1.870500,34722,ADRs,United Kingdom,
AMIH,AMERICAN INTL HLDGS CORP,Pink Current,0.002100,-2.325600,507837,Common Stock,USA,Texas
AMIVF,ATRIUM MORTGAGE INVST CP,Pink Current,8.680000,,0,Foreign Ordinary Shares,,
AMJT,AMJ GLOBAL TECHNOLOGY,Pink Current,1.500000,,0,Common Stock,USA,California
AMKAF,A.P MOELLER-MAERSK A/S A,Pink Limited,1880.000000,-4.325700,3,Foreign Ordinary Shares,Denmark,
AMKBF,A.P MOELLER-MAERSK A/S B,Pink Limited,1862.500000,-7.001000,1,Foreign Ordinary Shares,Denmark,
AMKBY,A.P MOLLER-MRS UNS/ADR,Pink Limited,9.390000,-3.987700,120215,ADRs,Denmark,
AMKYF,ABC MART INC ORD,Pink Limited,59.425000,,0,Foreign Ordinary Shares,,
AMLH,AMER LEISURE HLDGS INC,Pink Current,0.000100,-33.333300,139500,Common Stock,USA,Florida
AMLLF,AEON MALL CO,Pink Limited,11.980000,,0,Foreign Ordinary Shares,,
AMLM,AMER LITHIUM MINERALS INC,Pink Current,0.057800,-15.373400,16739,Common Stock,USA,Nevada
AMLTF,AMP LTD,Pink Current,0.688500,,0,Foreign Ordinary Shares,Australia,
AMMCF,AMUR MINERALS CORP ORD,Pink Current,0.042300,,0,Foreign Ordinary Shares,British Virgin Islands,
AMMHF,AMMB HOLDINGS BHD ORD,Pink Limited,0.900000,,0,Foreign Ordinary Shares,,
AMMJ,AMERICAN CANNABIS CO,OTCQB,0.019750,-2.227700,14700,Common Stock,USA,Colorado
AMMPF,AMMPOWER CORP,OTCQB,0.098700,-10.272700,97635,Foreign Ordinary Shares,Canada,Ontario
AMMX,AMERAMEX INTL INC,Pink Limited,0.190000,-4.522600,18550,Common Stock,USA,California
AMNC,AMINCOR INC A,Pink Current,0.115000,,0,Common Stock,USA,New York
AMNCB,AMINCOR INC B,Pink Current,0.082750,,0,Common Stock,USA,New York
